Role,Industry,Skills,Specialisation,Job Function
"Database Architect/ Designer, Intern",IT-Software,"data science , C , navi mumbai , requirement","Training,data science",IT Software : Software Products & Services
Fresher,Logistics/Freight Forward/Distribution/Courier,loaction experiance,Warehouse,Materials/Logistics/Supply Chain Mgmt/Procurement
Direct Sales Manager,"Banking,  Insurance","insurance , sales , banking , finance","Channel Sales,Direct/Commission Sales",Sales/Business Development
Opthalmologist,Healthcare,"Ophthalmology , MS Ophthalmology , DNB Ophthalmology , Senior Resident , Senior Resident Ophthalmology",Ophthalmology,Doctors/Nurses/Medical Professional
Franchisee Management/ Development,Retailing,"Sales , retail sales , counter sales , showroom sales",Counter Sales,Sales/Business Development
Accountant/ Accounts Executive,Accounting-Tax/Consulting,"cloud based software , google software , maintaining book of accounts in overseas",Bookkeeping,Accounting/Tax/Company Secretary/Audit
"Sales Executive/ Officer, Sales/ Business Development Manager, Sales Executive/ Officer, Sales/ Business Development Manager",Advertising/PR/Event Management,"marketing , communication , interpersonal skills , confident , ambitious , Self Motivated , Team Player , Fast Learner , Problem Solving , proactive , sales , bd","Corp Communications,Client Servicing,Direct/Commission Sales,Telesales","Marketing/MR/Media Planning,Sales/Business Development"
"System Engineer, Fresher, Hardware Design Engineer",IT-Hardware/Networking,"Windows Desktop Administration , Desktop Administration , Computer Assembling , Hardware Troubleshooting , Network Configuration Maintenance","Customer Support,H/W Installation/Maintenance",IT Hardware : Hardware Products & Services
Sales/ Business Development Manager,Retailing,sales,test,Sales/Business Development
Other Export/ Import,Export/Import/Merchandising,Hard work,test,Export/Import
Sales Executive/ Officer,"CRM/CallCentres/BPO/ITES/Med.Trans,  Educational/Training","Outbound Calls , Sales , sales manager , sales officer , business development officer , business development executive , bde , business development manager , business analyst","Any Process - Domestic BPO Type,Any Process - International BPO Type,Direct/Commission Sales,Telesales","Operations/Customer Service/Telecalling/Backend,Sales/Business Development"
Counselor - Career/ School/ Educational,Educational/Training,"lead generation , cold calling , sales online courses",Counseling,Teaching/Education
Operations/ Process - Associate,CRM/CallCentres/BPO/ITES/Med.Trans,"Transcription , Typing , transcribing , Transcriptionist , gujarati , bengali , marathi , assamese , punjabi","ITES Operations,Non Voice Process - Both BPO Type",Operations/Customer Service/Telecalling/Backend
Other IT Software - Others,"IT-Software,  Others - Artificial Intelligence",cognitive skills,Data Labeling,IT Software : Software Products & Services
Sales Executive/ Officer,Manufacturing/Industrial,sales,Corporate Sales,Sales/Business Development
Video/ Audio Editor,Educational/Training,"Video Editor , Video Processing",Video Editor,Anchoring/TV/Films/Production
Dentist,Healthcare,MDS,Dental,Doctors/Nurses/Medical Professional
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Technical Support Associate (Non Voice), Technical Support - Asst. Team Lead/ Mentor (Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"call center , Customer Service , customer service executive , customer care executive , kpo , Technical Support , technical support executive , executive , bpo , Customer","Non Voice Process - Both BPO Type,Non-Voice Process - Domestic BPO Type,Non-Voice Process - International BPO Type,Technical Process",Operations/Customer Service/Telecalling/Backend
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Technical Support Associate (Non Voice), Technical Support - Asst. Team Lead/ Mentor (Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"bpo , Kpo , Ites , International Administration , Facilities , Microsoft Technologies , Call Control , Call Barging , Call Centre Voice Process , Customer Service , developer",Blended Process - International BPO Type,Operations/Customer Service/Telecalling/Backend
"Associate Lawyer/ Attorney, Legal Assistant/ Paralegal, Legal Trainee/ Apprentice",Law/Legal Firms,"non-litigation non-contentious , Family law ,  Company law ,  Contract law ,  among other areas of law ,  English language","Advisor/External Consulting,Civil Law,Corporate,Criminal",Legal/Law
"Customer Care Executive/ Associate - Voice, Telecalling/ Telemarketing/ Telesales - Executive, Other Call Centre/ Operations/ Customer Service",CRM/CallCentres/BPO/ITES/Med.Trans,"Customer Service , cold calling , Lead Generation , Sales","Any Process - Both BPO Type,Any Process - Domestic BPO Type,Telemarketing",Operations/Customer Service/Telecalling/Backend
Other IT Software - Client Server,IT-Software,"Aws , Server Administration , Network Architecture , English Language , Communication Networking Protocol Stack Development","Application Programming,Client Server,Database Administration (DBA),Network Administration",IT Software : Software Products & Services
Software Developer/ Programmer,IT-Software,"c#.net ,  SQL ,  Webservices ,  OOPs ,  ,  Debugging Existing code ,  bug fixes ,  UTC  Manage Source Code",Training,IT Software : Software Products & Services
"Project Leader/ Project Manager, Management Trainee/ Trainee",Agriculture/Forestry/Fishing,"Planning and organising , Strong technical mathes and science skills , team mangement , good knowledge of civil design",Engineering,Production/Manufacturing/Maintenance/Packaging
"Vice President/ GM/ Chief Medical Officer (CMO), Other Top Management, Doctors/ Nurses/ Healthcare Professionals, Medical Superintendent/ Director",Healthcare,"MD / DNB , MS / DNB","Admin Services/Medical Facilities,Medical Superintendent/Director",Doctors/Nurses/Medical Professional
Store Keeper/ Warehouse Assistant,Consumer Durables/FMCG,"Picking , packing , sorting , loading , unloading",Warehouse,Materials/Logistics/Supply Chain Mgmt/Procurement
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Financial Analyst, Finance Controller","Accounting-Tax/Consulting,  Banking","Good Communication Skills , Leadership Quality","Audit & Risk,Bookkeeping,Finance/Budgeting,Financial Analysis","Accounting/Tax/Company Secretary/Audit,Finance"
System Administrator,IT-Software,"Communication skills , Active Directory , outlookconfiguration , dhcp , dns , Hardware Troubleshooting , software troubleshooting",Desktop Support,IT Software : Software Products & Services
"Customer Care Executive/ Associate - Voice, Telecalling/ Telemarketing/ Telesales - Executive, Other Customer Service, Other Call Centre/ Operations/ Customer Service","Healthcare,  Sports/Recreation","Front Office , Receptionist , Customer Relations , Telecalling , Customer Service Management , Clients , Customer Care","Telemarketing,Voice Process - Domestic BPO Type,Front Office Executive,Front Office","Operations/Customer Service/Telecalling/Backend,Front Office Staff/Secretarial/Computer Operator"
"Intern, Fresher",IT-Software,"python , web , opps","Internet/E-commerce,Mobile,python",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"react js , boostrap , Xml","Internet/E-commerce,Mobile,react js",IT Software : Software Products & Services
"Database Architect/ Designer, Intern",IT-Software,"mumbai , solution architect , cloud","Training,aws",IT Software : Software Products & Services
"Database Architect/ Designer, Intern",IT-Software,"mumbai , maharashtra , core java","Training,java",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"data science , Tableau , panada","Application Programming,Internet/E-commerce,data science",IT Software : Software Products & Services
"Accountant/ Accounts Executive, Accounts Manager",IT-Software,"sap fico , freshers , internship , implementation","Chartered Accountant/CPA,Taxation",Accounting/Tax/Company Secretary/Audit
Radiologist,Healthcare,"Radiologist , MD Radiology , DNB Radiology , Consultant Radiologist",Radiology,Doctors/Nurses/Medical Professional
Other Doctor/ Physician,Healthcare,"Nuclear Medicine , MD Nuclear Medicine , DNB Nuclear Medicine , Consultant",Nuclear Medicine,Doctors/Nurses/Medical Professional
Paediatrician,Healthcare,"Pediatrics , DCH , DCH Pediatrics , Registrar , Registrar Pediatrician",Pediatrics,Doctors/Nurses/Medical Professional
Paediatrician,Healthcare,"Pediatrics , MD Pediatrics , DNB Pediatrics , Pediatrician , Senior Registrar , Sr Registrar Pediatrics",Pediatrics,Doctors/Nurses/Medical Professional
"Software Developer/ Programmer, GUI/ Web Developer, Software Developer/ Programmer","IT-Software,  Software Services","PHP , HTML , lARAVEL , Javascript , Css","Application Programming,Business/Systems Analysis,Systems Programming",IT Software : Software Products & Services
"Customer Care Executive/ Associate - Voice, Technical Support Associate (Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"customer support , voice process , international bpo , customer care executive , Software Technical Support , Voice Support , Hardware Troubleshooting , international voice",Voice Process - International BPO Type,Operations/Customer Service/Telecalling/Backend
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Financial Analyst, Finance Controller","Accounting-Tax/Consulting,  Financial Services/Stockbroking",Computer Operator,"Audit & Risk,Bookkeeping,Finance/Budgeting,Financial Analysis","Accounting/Tax/Company Secretary/Audit,Finance"
"Other Advertising, Other PR/ Event Management, Market Research - Field Executive, Management Trainee/ Trainee","Advertising/PR/Event Management,  Educational/Training","be , Btech , ba , bsc , bcom , engineer , software engineer , marketing , sales , nurse , freshers , housewives , students , bachelor , mSC , graduate , Part time , home baaed , Computer operator","Event Management,Marketing","Advertising/PR/Events,Sales/Business Development"
"Customer Care Executive/ Associate - Non Voice/ Web, Data Entry/ DTP/ Data Conversion - Operator, Management Trainee/ Trainee, Fresher","IT-Software,  Internet/Dot com/ISP","be , Btech , ba , bsc , bcom , engineer , software engineer , network engineer , bhm , marketing , sales , nurse , receptionist , freshers , housewives , students , bachelor , mSC , phd , graduate","Any Process - Both BPO Type,Application Programming,Internet/E-commerce,Software Engineer","Operations/Customer Service/Telecalling/Backend,IT Software : Software Products & Services"
"Market Research - Field Executive, Management Trainee/ Trainee","Advertising/PR/Event Management,  Healthcare","be , Btech , ba , bsc , bcom , engineer , software engineer , network engineer , bhm , marketing , sales , nurse , receptionist , freshers , housewives , students , bachelor , mSC , phd , graduate","Direct marketing,Direct/Commission Sales,Retail Sales,Telesales","Advertising/PR/Events,Sales/Business Development"
"Management Trainee/ Trainee, Fresher, Intern","Banking,  CRM/CallCentres/BPO/ITES/Med.Trans","be , Btech , ba , bcom , engineer , software engineer , network engineer , bhm , marketing , nurse , freshers , housewives , students , bachelor , mSC , phd , graduate , 12 pass , operator , sales","Analytical Chemistry,Desktop Support,Training","Bio Tech/R&D/Scientist,IT Software : Software Products & Services"
"3d Artist, Graphic Artist/ Animator","Entertainment/Media,  Others - e-commerce","Graphic Design , Advertising , LAYOUT , CREATIVE , online banners , pamphlets , catalogues , brochures , ui / ux design , Photoshop , Illustrator , visual design , dreamwaver","Art,Graphic Design",Advertising/PR/Events
Accountant/ Accounts Executive,"Construction/Cement/Metal/Steel/Iron,  Financial Services/Stockbroking","Accounting , Bookeeping , Tax , Vouchers , Invoicing , TDS , GST , it return , journal entries , ROC","Audit & Risk,Bookkeeping,Taxation",Accounting/Tax/Company Secretary/Audit
